   5.8045294e-01   9.6570931e-01
   1.0101383e+00   3.9152260e-01
  -4.1251308e-01   9.6435345e-01
  -2.0477262e+00   1.5029133e+00
  -1.3130763e+00   1.6049016e-01
  -6.2352642e-01   3.7779862e-01
   1.8841870e+00   1.1210070e+00
   2.5608726e+00  -1.4935448e+00
   3.2966895e-01  -1.1184212e+00
  -1.1982074e+00   7.4402510e-01
   7.1916729e-01   1.2625977e+00
  -3.6946331e-01   1.4573214e+00
  -7.3522039e-01   7.0942551e-02
  -4.8153116e-01   1.3661593e+00
  -7.9246235e-01   1.1771839e+00
  -4.7942130e-01   2.1019168e+00
  -9.7397480e-01   1.1717627e+00
   1.4729188e+00   1.7413121e+00
   1.8151576e+00  -1.5474719e+00
   8.8380117e-01  -5.0732759e-01
   1.7479856e+00  -1.5154182e+00
   1.9604465e+00  -1.2197948e+00
   1.4046949e+00   3.1155851e-01
   1.5388580e+00  -6.0145592e-01
   1.7669388e+00   1.5305248e+00
   5.0268162e-01   2.1615715e+00
   1.6896004e+00   2.3837205e+00
   9.0202537e-01  -1.5520722e+00
   1.9550026e+00  -9.2371759e-01
   8.9559517e-01   1.4085228e-01
   2.1637538e+00  -6.9492491e-01
   6.6492835e-01   1.6883665e+00
   2.0329010e+00   1.4056097e+00
  -6.6462425e-02   1.0699721e+00
   2.0575501e+00  -1.0426536e+00
   1.7641848e+00  -1.1735981e+00
   1.3682110e+00  -7.0215410e-01
   6.8923455e-01   1.2431777e+00
  -4.9757441e-01   1.2931282e+00
  -8.7583821e-01   2.0965861e+00
  -2.4494381e+00  -6.6670941e-01
  -1.9941401e+00  -2.1346669e+00
  -1.1805026e+00  -1.0556539e+00
  -1.6582042e+00  -1.4986083e+00
   1.1382356e+00   1.2416133e+00
   1.2475840e+00  -8.4852647e-01
  -1.7006457e+00   1.8320271e+00
  -7.3580197e-01   6.1557014e-01
   1.3590525e-01  -7.4858652e-01
  -9.6221693e-01   8.8624224e-01
  -7.2991247e-01   5.2663372e-01
  -1.1421970e+00   4.8806782e-02
  -1.5328412e+00   1.1181801e+00
  -1.8227418e-01   1.2335323e+00
  -9.8439867e-01   1.1670771e+00
  -9.7869818e-01  -2.4330452e+00
  -1.1252052e+00   1.9127374e-01
  -6.9126032e-01  -1.7821321e+00
  -9.3181186e-01  -1.3973937e+00
  -4.6356611e-01   1.3128803e+00
  -4.4975135e-01   2.8002656e-01
  -1.3033614e+00   1.3328384e+00
  -2.1122045e+00   9.4644598e-01
   1.1556350e+00  -1.6652986e+00
   1.4728756e+00  -6.0310845e-01
   1.5495824e+00  -1.0389493e+00
   8.9845973e-01  -1.2661271e+00
   2.0793804e+00  -7.3739476e-01
   1.0405391e+00  -2.0067850e+00
   1.8578999e+00   7.5154899e-02
   1.3314659e+00  -1.5886952e+00
   8.5098746e-01   5.4112401e-01
   2.7948094e-01   2.7439841e+00
   6.4372171e-01   8.1314263e-01
   3.3329344e-01  -2.2466066e-01
   1.2002528e+00   1.0950850e+00
  -2.5801711e-02   1.3531129e+00
   1.0839996e+00   1.8407891e+00
   7.6082126e-02   1.7929839e+00
   1.7468363e+00   2.1648244e+00
   1.3303502e+00   2.6346423e+00
   1.4308357e+00   1.2057100e+00
  -2.4728987e+00   1.3403739e+00
  -8.3586580e-01   9.0764028e-01
  -6.3490712e-01   1.3961919e+00
  -1.2812987e+00   2.0467295e+00
  -5.5617734e-01   1.3228493e+00
  -7.1212961e-01   1.0603360e+00
   1.6610763e+00  -2.0206584e+00
  -1.0156941e+00   7.7976132e-01
  -9.4438450e-01   1.8612035e-01
  -1.7073594e+00   8.6251354e-01
  -1.6438008e+00   1.2287554e+00
  -1.0467766e+00   7.9154799e-01
  -2.4092829e+00   1.0570698e+00
  -9.0217671e-01  -1.1787145e+00
   8.1626123e-02  -1.7583034e+00
  -6.8422519e-01  -1.4937734e+00
  -2.0426628e+00  -2.1387778e+00
   1.6470796e+00   1.0991525e+00
   6.5211857e-01   1.0588790e+00
   8.4010986e-01   1.6359197e+00
   1.5031313e+00  -7.4935462e-01
   1.8345465e+00  -2.6476755e+00
   1.0876946e+00  -1.3412191e+00
   1.4585572e+00  -6.8328788e-01
   2.9527654e+00  -1.5339557e+00
   1.6857671e+00  -7.3724662e-02
  -7.5236465e-01   1.7470074e+00
  -1.1860485e+00  -1.3618027e+00
   3.8244966e-02  -1.6221250e+00
  -1.6344844e+00  -8.2400496e-01
  -4.1589163e-02  -1.2966783e+00
  -1.7374057e+00  -8.8992349e-01
  -1.0258209e+00  -3.0298941e-01
  -1.3548570e+00  -1.3003663e+00
  -1.6153039e+00  -7.0099616e-01
  -4.1889053e-01  -1.7866617e+00
  -8.7612234e-01  -1.1035692e+00
   3.6520849e-01  -1.9337459e+00
  -1.7413073e+00   1.7595876e-01
  -1.2657290e+00  -1.3543058e+00
  -1.9398938e-01  -1.1999807e+00
  -1.1691815e+00  -1.7485123e-01
  -8.1274976e-01  -1.8234999e+00
  -8.3278198e-01  -1.8739528e+00
  -1.2936424e-01  -3.4049894e-01
  -1.1611193e+00  -1.8533946e+00
   2.3804915e-01  -2.4174811e+00
  -5.1187071e-01  -5.0891704e-01
  -8.1579539e-01  -2.5565032e-01
  -8.1815843e-01  -5.1601280e-01
  -9.4053400e-01  -1.2650496e+00
  -3.7927786e-01   4.3587520e-02
  -1.2931288e+00  -1.7909860e+00
  -2.5607770e+00  -1.0509481e+00
   1.3706064e-01  -2.3811862e-01
  -1.8830563e+00  -1.4120874e+00
  -1.6237900e+00  -1.2458635e+00
  -7.9827713e-01  -7.8038813e-01
  -9.5595695e-01  -7.6169711e-01
   1.9959422e+00   2.4471234e+00
   7.5652540e-01   1.8749047e+00
   1.7248398e+00  -1.2763241e+00
  -8.4006253e-01   1.2648987e+00
  -1.4611462e+00  -1.8324440e-01
  -6.6984666e-01  -1.1200560e+00
  -1.1429697e+00  -1.1822013e+00
  -6.7321802e-01  -1.2667365e+00
  -3.1785507e-01  -9.9562396e-01
  -1.4223488e+00  -1.2953087e+00
  -1.7596962e+00  -1.4616784e+00
  -1.8272253e+00  -1.1844740e+00
  -1.6873391e+00   1.7922600e-02
  -4.2061471e-02  -1.3318018e+00
  -1.4086969e+00  -2.5349052e-01
  -1.8574450e-01  -1.4664554e-01
  -1.1278330e-01  -7.8988370e-01
  -1.1625300e+00  -8.7481348e-02
  -1.0713033e+00  -1.1915296e+00
  -1.3707999e+00   2.0558354e-01
  -1.7729458e+00  -1.0806999e+00
  -1.2423462e+00  -9.7700539e-01
